price,Наличие,Поколение,Год выпуска,Пробег,Кузов,Цвет,Двигатель,Комплектация,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Обмен,Владение,Запас хода,VIN,Госномер,Гарантия
7150000,Вналичии,IРестайлинг,2024,10км,внедорожник5дв.,чёрный,1.5л/449л.с./Гибрид,Ultra,9850₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,6месяцев,240км,,,Доноября2025
3140000,Вналичии,IVРестайлинг,2021,62956км,внедорожник5дв.,белый,2.4л/184л.с./Бензин,PremiumBlackEdition,9150₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
2780000,Вналичии,VРестайлинг,2019,134633км,пикапдвойнаякабина,чёрный,2.4л/154л.с./Дизель,39опций,,механическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
7279000,Вналичии,,2024,21791км,минивэн,белый,2.2л/177л.с./Дизель,52опции,8800₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1715000,Вналичии,I,2018,84926км,внедорожник5дв.,серебристый,1.6л/123л.с./Бензин,29опций,3444₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1155000,Вналичии,IIРестайлинг,2012,177000км,внедорожник5дв.,серый,2.0л/141л.с./Бензин,SEMid,4935₽/год,вариатор,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
949000,Вналичии,IIIРестайлинг,2015,84203км,седан,серый,1.4л/107л.с./Бензин,ComfortКондиционер,3210₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
710000,Вналичии,II(A5)Рестайлинг,2012,321961км,лифтбек,серый,1.8л/152л.с./Бензин,Elegance,7600₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2170000,Вналичии,IРестайлинг,2023,14500км,внедорожник5дв.,белый,1.5л/181л.с./Бензин,29опций,9000₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Домарта2029
2070000,Вналичии,I,2023,19000км,внедорожник5дв.,серый,1.6л/150л.с./Бензин,38опций,4964₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
6049000,Вналичии,III,2018,69688км,внедорожник5дв.,коричневый,3.0л/340л.с./Бензин,89опций,51000₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
3798000,Вналичии,III(F15),2017,132140км,внедорожник5дв.,коричневый,3.0л/218л.с./Дизель,65опций,15624₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
18500000,Вналичии,II(W463),2020,68000км,внедорожник5дв.,чёрный,4.0л/585л.с./Бензин,AMGG63,262800₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1592500,Вналичии,I,2016,117000км,внедорожник5дв.,чёрный,2.0л/150л.с./Бензин,Travel+Advanced+Style,5215₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,3годаи11месяцев,,,,
1025000,Вналичии,IIIРестайлинг,2016,158100км,седан,серый,1.6л/123л.с./Бензин,Prestige,3444₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2099000,Вналичии,VI(F10/F11/F07),2012,140743км,седан,синий,2.0л/245л.с./Бензин,528iALuxury,18375₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
6387452,Вналичии,IРестайлинг,2024,65км,лифтбек,чёрный,789л.с./580кВт/Электро,You,0₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,705км,,,
3450000,Вналичии,I,2021,34100км,пикапдвойнаякабина,серый,2.5л/194л.с./Бензин,1опция,,автоматическая,полный,Левый,Нетребуетремонта,,,"Растаможен,нетПТС",Рассмотрюварианты,,,,,
1949000,Вналичии,I,2023,6653км,внедорожник5дв.,белый,1.5л/160л.с./Бензин,PrestigePlus(DCT),8000₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Домая2026
3650000,Вналичии,II(X166),2015,145510км,внедорожник5дв.,чёрный,3.0л/249л.с./Дизель,20опций,18675₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
8296560,Назаказ,G82/G83Рестайлинг,2025,50км,купе,чёрный,3.0л/530л.с./Бензин,M4CompetitionxDrive,79500₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,2месяца,,,,
3990000,Вналичии,II,2014,118400км,внедорожник5дв.,белый,3.0л/292л.с./Дизель,72опции,43800₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,Рассмотрюварианты,,,,,
1090000,Вналичии,II(Z51),2010,182000км,внедорожник5дв.,бежевый,3.5л/249л.с./Бензин,1опция,18675₽/год,вариатор,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1030000,Вналичии,IРестайлинг,2012,193000км,внедорожник5дв.,зелёный,2.0л/141л.с./Бензин,22опции,4935₽/год,механическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
6600000,Вналичии,I(I20),2022,26900км,внедорожник5дв.,белый,326л.с./240кВт/Электро,xDrive40SuiteSport,0₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,425км,,,
2544000,Вналичии,VIII(DN8),2020,94190км,седан,серый,2.5л/180л.с./Бензин,37опций,8950₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3300000,Вналичии,IV(X351)Рестайлинг,2017,90862км,седан,чёрный,3.0л/340л.с./Бензин,36опций,51000₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1450000,Вналичии,IV,2014,338836км,пикапдвойнаякабина,серебристый,2.5л/136л.с./Дизель,16опций,,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
200000,Вналичии,I,2012,170000км,седан,белый,1.6л/98л.с./Бензин,1опция,1261₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
4497700,Вналичии,IIРестайлинг,2021,51000км,внедорожник5дв.,белый,2.0л/180л.с./Бензин,R-Line,8950₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1992000,Вналичии,II(F25),2013,193853км,внедорожник5дв.,чёрный,3.0л/249л.с./Дизель,27опций,18675₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
1199000,Вналичии,IIРестайлинг,2018,185653км,хэтчбек5дв.,белый,1.6л/124л.с./Бензин,Comfort,2583₽/год,механическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
18948000,Вналичии,I,2022,22660км,внедорожник5дв.,серый,4.0л/600л.с./Бензин,RSQ8TFSI,89850₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1799000,Вналичии,III,2016,99113км,внедорожник5дв.,белый,2.0л/144л.с./Бензин,21опция,5040₽/год,вариатор,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
980000,Вналичии,II,2012,120663км,внедорожник5дв.,чёрный,2.0л/149л.с./Бензин,22опции,5215₽/год,автоматическая,передний,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,Рассмотрюварианты,,,,,
490000,Вналичии,IIРестайлинг2,2005,248773км,универсал5дв.,серебристый,1.5л/105л.с./Бензин,1опция,2940₽/год,автоматическая,полный,Правый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
935000,Вналичии,IРестайлинг,2012,217500км,внедорожник5дв.,чёрный,1.8л/140л.с./Бензин,Instyle,4900₽/год,вариатор,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,,,
2696000,Вналичии,I,2014,108140км,внедорожник5дв.,белый,3.0л/340л.с./Бензин,19опций,51000₽/год,роботизированная,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
7135000,Вналичии,,2023,6184км,минивэн,фиолетовый,2.0л/245л.с./Бензин,1опция,18300₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
830000,Вналичии,IРестайлинг,2010,178468км,внедорожник5дв.,чёрный,2.3л/150л.с./Бензин,Original,5215₽/год,механическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1425000,Вналичии,IIРестайлинг,2021,29724км,хэтчбек5дв.,красный,1.6л/113л.с./Бензин,StepwayDrive,2352₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1550000,Вналичии,IV(C7)Рестайлинг,2016,242340км,седан,белый,1.8л/190л.с./Бензин,35опций,9500₽/год,роботизированная,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3160000,Вналичии,VIII(DN8),2021,23661км,седан,синий,1.6л/183л.с./Бензин,74опции,8950₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
899000,Вналичии,IРестайлинг,2010,187436км,хэтчбек5дв.,голубой,1.6л/124л.с./Бензин,Престиж,4216₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1762000,Вналичии,I,2015,121000км,внедорожник5дв.,синий,1.6л/184л.с./Бензин,40опций,9200₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
1025000,Вналичии,IIРестайлинг,2018,25043км,седан,синий,1.6л/82л.с./Бензин,9опций,820₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1765000,Вналичии,I,2021,42104км,внедорожник5дв.,красный,1.5л/143л.с./Бензин,36опций,2982₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
4998000,Вналичии,,2023,21569км,внедорожник5дв.,серый,2.0л/299л.с./Гибрид,Urban,44850₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2500000,Вналичии,III(R172),2013,73928км,родстер,белый,1.8л/204л.с./Бензин,1опция,14688₽/год,автоматическая,задний,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,,,,,,
900000,Вналичии,II(GH),2008,291800км,седан,фиолетовый,2.0л/147л.с./Бензин,1опция,5145₽/год,автоматическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,,,
169000,Вналичии,,2011,105000км,седан,серый,1.6л/73л.с./Бензин,1опция,828₽/год,механическая,задний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,6лети11месяцев,,,,
3939000,Вналичии,IVРестайлинг,2021,44639км,внедорожник5дв.,белый,2.5л/180л.с./Бензин,Prestige,8950₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Досентября2025
1249000,Вналичии,I,2011,155125км,внедорожник5дв.,белый,2.0л/170л.с./Бензин,1опция,8500₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1805150,Вналичии,VII(CN7),2021,57456км,седан,белый,1.6л/128л.с./Бензин,Base,4445₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
22290000,Вналичии,VII(G90),2024,39км,седан,серый,4.4л/727л.с./Гибрид,M5,109050₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,67км,,,
1950000,Вналичии,IIРестайлинг,2017,188919км,внедорожник5дв.,белый,2.4л/175л.с./Бензин,21опция,8750₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2490000,Вналичии,I,2019,225239км,минивэн,белый,2.0л/150л.с./Дизель,Feel,5250₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1140000,Вналичии,IIIРестайлинг,2016,116860км,седан,чёрный,1.4л/107л.с./Бензин,19опций,3638₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1625000,Вналичии,I,2020,96720км,внедорожник5дв.,белый,1.5л/150л.с./Бензин,38опций,5215₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
11050000,Вналичии,III,2022,34км,внедорожник5дв.,коричневый,3.0л/249л.с./Дизель,43опции,18675₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2350000,Вналичии,III(GJ)Рестайлинг2,2019,91658км,седан,красный,2.5л/194л.с./Бензин,62опции,9700₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
11990000,Вналичии,IРестайлинг,2024,1км,минивэн,синий,612л.с./450кВт/Электро,Six-seatfour-wheeldrive,0₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,3месяца,850км,,,
14900000,Вналичии,III,2021,56000км,внедорожник5дв.,чёрный,4.0л/550л.с./Бензин,TurboCoupé,82350₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
10290000,Вналичии,G82/G83,2022,41367км,купе,серый,3.0л/510л.с./Бензин,MSpecialPro,76350₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
1058000,Вналичии,I,2011,151888км,внедорожник5дв.,красный,2.0л/170л.с./Бензин,1опция,8330₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
1785000,Вналичии,III,2016,158146км,внедорожник5дв.,белый,2.0л/150л.с./Бензин,Comfort,3150₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1520000,Вналичии,IV,2018,33732км,хэтчбек5дв.,серый,1.6л/123л.с./Бензин,EditionPlus,2583₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
2220000,Вналичии,IIIРестайлинг,2020,153902км,внедорожник5дв.,зелёный,2.4л/184л.с./Бензин,30опций,9150₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
7598000,Вналичии,II(C167),2020,122538км,внедорожник5дв.,синий,2.9л/249л.с./Дизель,33опции,18600₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
1399000,Вналичии,I,2021,24926км,хэтчбек5дв.,золотистый,1.6л/113л.с./Бензин,BLACK(2020-2021),2352₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1650000,Вналичии,IРестайлинг,2022,21767км,внедорожник5дв.,синий,1.5л/113л.с./Бензин,32опции,3136₽/год,вариатор,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Доноября2025
2295000,Вналичии,IV,2018,68573км,внедорожник5дв.,белый,2.0л/150л.с./Бензин,26опций,5215₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1499000,Вналичии,B8,2018,277000км,универсал5дв.,синий,1.6л/120л.с./Дизель,59опций,3360₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
14000000,Вналичии,III,2024,9700км,внедорожник5дв.,чёрный,3.4л/354л.с./Бензин,Premium,52950₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
6400000,Вналичии,II,2021,64200км,внедорожник5дв.,коричневый,2.0л/200л.с./Дизель,SE,9950₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,3годаи11месяцев,,,,
1999000,Вналичии,IIIРестайлинг2,2016,127507км,внедорожник5дв.,серебристый,2.0л/146л.с./Бензин,14опций,5110₽/год,вариатор,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
900000,Вналичии,I,2012,110165км,внедорожник5дв.,красный,2.0л/135л.с./Бензин,Privilege,4725₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1400000,Вналичии,IV,2012,190000км,внедорожник5дв.,белый,3.0л/245л.с./Дизель,SE,18300₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,,,
1948000,Вналичии,IРестайлинг,2014,156464км,внедорожник5дв.,коричневый,2.4л/181л.с./Дизель,24опции,9050₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
1000000,Вналичии,I,2012,103500км,компактвэн,белый,1.6л/125л.с./Бензин,Prestige,3472₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3000000,Вналичии,I(F39),2018,59950км,внедорожник5дв.,чёрный,2.0л/190л.с./Дизель,xDrive20dMSport,9450₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,4годаи8месяцев,,,,
1050000,Вналичии,,2014,122642км,хэтчбек5дв.,белый,1.6л/150л.с./Бензин,SoChic,3150₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
2050000,Вналичии,VII(CN7),2021,49439км,седан,белый,1.6л/128л.с./Бензин,Base,4480₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1945000,Вналичии,III(GJ)Рестайлинг,2017,199026км,седан,красный,2.5л/192л.с./Бензин,Executive,9550₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
5699000,Вналичии,VII(G30/G31)Рестайлинг,2020,85774км,седан,белый,3.0л/249л.с./Дизель,530dxDriveMSportEdition,18600₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,,,
3190000,Вналичии,I(X247),2020,67040км,внедорожник5дв.,белый,1.3л/150л.с./Бензин,25опций,5066₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1870000,Вналичии,III,2021,89100км,седан,жёлтый,2.0л/150л.с./Бензин,Comfort,5215₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2500000,Вналичии,IРестайлинг,2023,4703км,внедорожник5дв.,серый,1.5л/181л.с./Бензин,Tech,9000₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2099000,Вналичии,IРестайлинг,2023,44318км,внедорожник5дв.,чёрный,1.5л/150л.с./Бензин,Elite,5215₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1642000,Вналичии,II,2012,113000км,внедорожник5дв.,чёрный,2.5л/178л.с./Дизель,39опций,8722₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
11999000,Вналичии,IРестайлинг,2020,26700км,лифтбек,чёрный,4.0л/639л.с./Бензин,AMGGT63S4MATIC+ОсобаяСерия,95850₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1407000,Вналичии,IIРестайлинг,2019,147097км,внедорожник5дв.,серый,1.6л/117л.с./Бензин,25опций,3978₽/год,механическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
1655000,Вналичии,VII(XV50)Рестайлинг,2016,244525км,седан,чёрный,2.0л/150л.с./Бензин,35опций,5250₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2697000,Вналичии,III(Z52),2017,95000км,внедорожник5дв.,белый,3.5л/249л.с./Бензин,46опций,18675₽/год,вариатор,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
2650000,Вналичии,I,2019,177912км,внедорожник5дв.,серый,2.0л/150л.с./Дизель,AmbitionPlus,5250₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
693000,Вналичии,II,2013,217770км,хэтчбек5дв.,зелёный,1.3л/85л.с./Бензин,12опций,850₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
4250000,Вналичии,IVРестайлинг,2021,48149км,внедорожник5дв.,серый,2.2л/199л.с./Дизель,25опций,9900₽/год,роботизированная,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1850000,Вналичии,III,2017,114603км,внедорожник5дв.,чёрный,2.0л/144л.с./Бензин,30опций,5040₽/год,вариатор,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
5300000,Вналичии,IV,2021,53000км,минивэн,белый,3.5л/249л.с./Бензин,58опций,18600₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1625000,Вналичии,I,2019,84971км,внедорожник5дв.,серый,1.6л/114л.с./Бензин,Drive,2394₽/год,механическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
6950000,Вналичии,I,2024,16336км,минивэн,чёрный,1.5л/422л.с./Гибрид,88опций,63300₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,184км,,,Дофевраля2027
945000,Вналичии,II,2013,182000км,хэтчбек5дв.,коричневый,1.6л/129л.с./Бензин,Luxe,4515₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1886000,Вналичии,III(A7)Рестайлинг,2020,110000км,лифтбек,белый,1.6л/110л.с./Бензин,1опция,3080₽/год,автоматическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
1320000,Вналичии,II,2019,71618км,седан,оранжевый,1.6л/123л.с./Бензин,Elegance+Safety+Prestige,2583₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1685000,Вналичии,I,2018,82470км,внедорожник5дв.,серый,2.0л/143л.с./Бензин,29опций,3003₽/год,механическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
587000,Вналичии,BРестайлинг,2008,188146км,компактвэн,синий,1.6л/115л.с./Бензин,1опция,3910₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
910000,Вналичии,II,2017,54889км,хэтчбек5дв.,серый,1.6л/82л.с./Бензин,11опций,1066₽/год,механическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2195000,Вналичии,III,2019,93905км,лифтбек,белый,1.4л/150л.с./Бензин,21опция,5250₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1259000,Вналичии,I,2010,171297км,внедорожник5дв.,красный,2.0л/150л.с./Бензин,Comfort+Navi,3150₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3999000,Вналичии,I(X253),2017,95288км,внедорожник5дв.,белый,3.0л/367л.с./Бензин,AMGGLC434MATICОсобаясерия,55050₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1645000,Вналичии,III,2013,258118км,внедорожник5дв.,серебристый,2.0л/184л.с./Дизель,51опция,9200₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1420000,Вналичии,III,2012,81000км,внедорожник5дв.,белый,2.0л/150л.с./Бензин,Premium,4380₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,2годаи10месяцев,,,,
21400000,Вналичии,II,2024,25км,минивэн,чёрный,2.5л/190л.с./Гибрид,VIP+,9500₽/год,вариатор,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2715000,Вналичии,I,2021,44145км,внедорожник5дв.,синий,2.0л/238л.с./Бензин,Flagship,17775₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
3830700,Вналичии,I,2018,83766км,внедорожник5дв.,серый,2.0л/220л.с./Бензин,Exclusive,15840₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
920000,Вналичии,III(A7),2014,182872км,лифтбек,красный,1.2л/105л.с./Бензин,Elegance,2205₽/год,роботизированная,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,,,,,,
1545000,Вналичии,III,2013,148913км,внедорожник5дв.,серый,2.0л/146л.с./Бензин,1опция,3066₽/год,вариатор,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
20631960,Назаказ,II(W465)Рестайлинг,2025,120км,внедорожник5дв.,чёрный,4.0л/585л.с./Бензин,AMGG63,87750₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,2месяца,,,,
10950000,Вналичии,300Series,2023,22000км,внедорожник5дв.,чёрный,3.5л/415л.с./Бензин,70thAnniversary,62100₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
